BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Broker C,Condo,217235,4,2,943,973 Main St,CA,973 Main St,County A,City B,District C,Oak Ave,Property 973,"973 Main St, City A, CA",38.66246307181619,-121.64492258072401
Broker B,Condo,540917,5,4,797,974 Main St,WA,974 Main St,County C,City A,District B,Main St,Property 974,"974 Main St, City A, CA",38.24566239238761,-122.38561084905174
Broker A,Townhouse,733065,2,4,1344,975 Main St,NY,975 Main St,County C,City C,District C,Main St,Property 975,"975 Main St, City A, CA",38.653015196985706,-121.82624400447285
Broker A,Townhouse,119033,5,1,1515,976 Main St,NY,976 Main St,County C,City B,District A,Oak Ave,Property 976,"976 Main St, City A, CA",38.36075212243317,-122.23266700590263
Broker B,Townhouse,616409,5,1,1884,977 Main St,TX,977 Main St,County C,City A,District A,Oak Ave,Property 977,"977 Main St, City A, CA",38.449092116615006,-122.07345048213679
Broker B,Townhouse,766165,2,3,1897,978 Main St,WA,978 Main St,County C,City C,District C,Pine Blvd,Property 978,"978 Main St, City A, CA",38.579161154378454,-122.07143133384479
Broker B,Townhouse,791211,1,2,1053,979 Main St,WA,979 Main St,County A,City C,District A,Pine Blvd,Property 979,"979 Main St, City A, CA",38.434055544600135,-121.95033965977885
Broker C,Condo,651120,4,4,2850,980 Main St,NY,980 Main St,County A,City C,District B,Pine Blvd,Property 980,"980 Main St, City A, CA",38.17295484067894,-122.08526358812382
Broker C,Condo,294509,2,3,1769,981 Main St,WA,981 Main St,County C,City B,District C,Oak Ave,Property 981,"981 Main St, City A, CA",38.28853338392865,-122.31203888154933
Broker A,Condo,477869,3,4,1760,982 Main St,NY,982 Main St,County B,City B,District B,Oak Ave,Property 982,"982 Main St, City A, CA",38.57794552467588,-122.27377126147455
Broker B,Condo,245016,1,1,684,983 Main St,WA,983 Main St,County C,City C,District B,Main St,Property 983,"983 Main St, City A, CA",38.14855029637299,-122.3859620144389
Broker A,Townhouse,382017,3,4,2910,984 Main St,CA,984 Main St,County C,City C,District A,Pine Blvd,Property 984,"984 Main St, City A, CA",38.1630214567685,-121.94915091467124
Broker A,Townhouse,664660,1,2,4931,985 Main St,NY,985 Main St,County C,City C,District B,Main St,Property 985,"985 Main St, City A, CA",37.870590116058004,-121.46495230514701
Broker A,Townhouse,189464,4,2,2709,986 Main St,NY,986 Main St,County B,City C,District C,Main St,Property 986,"986 Main St, City A, CA",38.68948443522175,-122.30372477635188
Broker A,Single Family,770739,4,1,4172,987 Main St,FL,987 Main St,County B,City C,District B,Main St,Property 987,"987 Main St, City A, CA",37.86593631494544,-121.47313550699691
Broker B,Condo,217322,5,2,2381,988 Main St,WA,988 Main St,County B,City C,District B,Main St,Property 988,"988 Main St, City A, CA",38.42310917744856,-121.6860384852679
Broker A,Condo,792111,3,2,4796,989 Main St,WA,989 Main St,County A,City A,District B,Pine Blvd,Property 989,"989 Main St, City A, CA",38.1880944788028,-121.78190119706584
Broker B,Townhouse,986514,1,3,1021,990 Main St,NY,990 Main St,County B,City C,District B,Main St,Property 990,"990 Main St, City A, CA",38.18051939025545,-121.77412224467643
Broker B,Condo,845182,4,4,2387,991 Main St,CA,991 Main St,County A,City B,District B,Oak Ave,Property 991,"991 Main St, City A, CA",38.45445183657269,-121.59267235160371
Broker C,Condo,891542,2,1,3052,992 Main St,CA,992 Main St,County A,City B,District A,Oak Ave,Property 992,"992 Main St, City A, CA",37.84199373262988,-122.31248013562018
Broker B,Townhouse,547557,4,1,4309,993 Main St,CA,993 Main St,County B,City B,District C,Oak Ave,Property 993,"993 Main St, City A, CA",38.368605782951434,-121.91464567643446
Broker C,Single Family,898519,2,1,4655,994 Main St,WA,994 Main St,County B,City C,District A,Pine Blvd,Property 994,"994 Main St, City A, CA",38.546931785972355,-121.72230886173924
Broker B,Single Family,516978,1,1,4916,995 Main St,FL,995 Main St,County B,City B,District C,Main St,Property 995,"995 Main St, City A, CA",38.6031127578866,-121.83257955492643
Broker B,Single Family,969049,4,1,3979,996 Main St,NY,996 Main St,County A,City A,District C,Pine Blvd,Property 996,"996 Main St, City A, CA",37.94543038939378,-121.5866209289767
Broker B,Townhouse,724771,4,2,1909,997 Main St,TX,997 Main St,County C,City C,District C,Main St,Property 997,"997 Main St, City A, CA",38.67231905007817,-122.34712829098865
Broker C,Condo,623886,1,3,2194,998 Main St,FL,998 Main St,County B,City B,District C,Pine Blvd,Property 998,"998 Main St, City A, CA",38.43104609184744,-121.72869896050084
Broker C,Townhouse,633884,4,1,1026,999 Main St,TX,999 Main St,County B,City A,District C,Pine Blvd,Property 999,"999 Main St, City A, CA",38.656754800820686,-121.88537226961527
Broker A,Townhouse,334627,2,3,3160,1000 Main St,FL,1000 Main St,County B,City A,District B,Main St,Property 1000,"1000 Main St, City A, CA",38.2601807171102,-122.04023913602005
